Ma_Don,Ngay_Dat,Ma_Khach_Hang,So_Dien_Thoai,Tinh_Thanh,Ma_San_Pham,Ten_San_Pham,Nhom_Hang,So_Luong,Don_Gia,Ty_Le_Giam_Gia,Tien_Giam,Tong_Hang,VAT_10,Phi_Van_Chuyen,Tong_Thanh_Toan,Don_Vi_Giao,Phuong_Thuc_Thanh_Toan,Kenh_Ban,Trang_Thai,Ngay_Giao_Du_Kien,So_Lan_Khach_Quay_Lai,thuong_hieu,danh_muc
DH2022008350,2022-05-31,KH00226,0829663766,C?n Th?,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",0%,0,"12,990,000","1,299,000","18,000","14,307,000",Giao Hàng Nhanh,Th? ngân hàng,Shopee,?ã xác nh?n,2022-06-04,3,Asus,Laptop
DH2022002465,2022-06-01,KH00008,0760351162,TP. H? Chí Minh,SP007,MacBook Air M2,?? ?i?n t?,3,"23,990,000",15%,"10,796,000","71,970,000","6,117,000","18,000","67,309,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,TikTok Shop,?ã giao,2022-06-06,20,Apple,Laptop
DH2022005338,2022-06-01,KH00165,0352689712,TP. H? Chí Minh,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",15%,"1,798,000","11,990,000","1,019,000","40,000","11,251,000",Ninja Van,COD,TikTok Shop,?ã giao,2022-06-07,6,LG,Tivi
DH2022006700,2022-06-01,KH00217,0838679706,V?nh Long,SP009,Laptop HP Pavilion 14,?? ?i?n t?,3,"15,990,000",10%,"4,797,000","47,970,000","4,317,000","45,000","47,535,000",Giao Hàng Nhanh,Chuy?n kho?n,Zalo,?ã giao,2022-06-07,3,HP,Laptop
DH2022006709,2022-06-01,KH00123,0868121073,C?n Th?,SP019,Bàn phím Logitech K380,?? ?i?n t?,4,"690,000",12%,"331,000","2,760,000","243,000","28,000","2,700,000",J&T Express,Ví ?i?n t?,Facebook,Hoàn hàng,2022-06-07,14,Logitech,Ph? ki?n
DH2022008862,2022-06-01,KH00001,0853807152,V?nh Long,SP025,Máy in Canon LBP 2900,?? ?i?n t?,3,"4,290,000",0%,0,"12,870,000","1,287,000","40,000","14,197,000",Giao Hàng Nhanh,COD,TikTok Shop,?ã giao,2022-06-05,20,Canon,Máy in
DH2022002419,2022-06-02,KH00011,0931085451,V?nh Long,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",7%,"839,000","11,980,000","1,114,000","28,000","12,283,000",Giao Hàng Nhanh,Th? ngân hàng,Website,?ã giao,2022-06-05,20,Apple,??ng h? thông minh
DH2022003459,2022-06-02,KH00011,0931085451,TP. H? Chí Minh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,1,"5,490,000",10%,"549,000","5,490,000","494,000","30,000","5,465,000",VNPost,COD,C?a hàng,?ã giao,2022-06-05,20,Samsung,??ng h? thông minh
DH2022005151,2022-06-02,KH00550,0382611786,??ng Nai,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,2,"1,590,000",0%,0,"3,180,000","318,000","45,000","3,543,000",Giao Hàng Nhanh,COD,Shopee,?ã giao,2022-06-08,2,Samsung,Tai nghe
DH2022005992,2022-06-02,KH00001,0853807152,TP. H? Chí Minh,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",20%,"238,000","1,190,000","95,000","18,000","1,065,000",J&T Express,COD,C?a hàng,?ã giao,2022-06-05,20,JBL,Loa
DH2022009017,2022-06-02,KH00045,0919373445,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",0%,0,"7,990,000","799,000","30,000","8,819,000",Giao Hàng Nhanh,Chuy?n kho?n,Zalo,?ã giao,2022-06-05,20,Xiaomi,Máy tính b?ng
DH2022002899,2022-06-03,KH00106,0866062478,C?n Th?,SP025,Máy in Canon LBP 2900,?? ?i?n t?,3,"4,290,000",10%,"1,287,000","12,870,000","1,158,000","28,000","12,769,000",Giao Hàng Nhanh,COD,C?a hàng,?ã giao,2022-06-05,12,Canon,Máy in
DH2022003263,2022-06-03,KH00007,0341806456,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,2,"3,990,000",0%,0,"7,980,000","798,000","45,000","8,823,000",Ninja Van,COD,Shopee,?ã giao,2022-06-08,20,Apple,Tai nghe
DH2022007032,2022-06-03,KH00014,0946009293,??ng Tháp,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,2,"190,000",7%,"27,000","380,000","35,000","18,000","406,000",Viettel Post,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-09,20,Anker,Ph? ki?n
DH2022007667,2022-06-03,KH00001,0853807152,An Giang,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",12%,"143,000","1,190,000","105,000","30,000","1,182,000",Viettel Post,Ví ?i?n t?,C?a hàng,Hoàn hàng,2022-06-08,20,JBL,Loa
DH2022008675,2022-06-03,KH00001,0853807152,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",3%,"180,000","5,990,000","581,000","30,000","6,421,000",Viettel Post,Th? ngân hàng,Zalo,?ã giao,2022-06-08,20,Apple,??ng h? thông minh
DH2022008913,2022-06-03,KH00177,0933550628,An Giang,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",5%,"119,000","2,380,000","226,000","28,000","2,515,000",J&T Express,Chuy?n kho?n,Shopee,?ã giao,2022-06-06,3,Kingston,Linh ki?n
DH2022006859,2022-06-04,KH00008,0760351162,TP. H? Chí Minh,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",7%,"83,000","1,190,000","111,000","40,000","1,258,000",Ninja Van,Chuy?n kho?n,C?a hàng,?ã giao,2022-06-09,20,JBL,Loa
DH2022007505,2022-06-04,KH00012,0963857509,An Giang,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,1,"1,590,000",15%,"238,000","1,590,000","135,000","28,000","1,515,000",VNPost,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-06,20,Samsung,Tai nghe
DH2022007986,2022-06-04,KH00007,0341806456,TP. H? Chí Minh,SP017,Màn hình Dell 24 inch,?? ?i?n t?,8,"3,290,000",12%,"3,158,000","26,320,000","2,316,000","25,000","25,503,000",VNPost,COD,C?a hàng,?ang giao,2022-06-08,20,Dell,Màn hình
DH2022008462,2022-06-04,KH00004,0358998449,C?n Th?,SP003,iPhone 15,?? ?i?n t?,4,"19,990,000",0%,0,"79,960,000","7,996,000","18,000","87,974,000",Giao Hàng Ti?t Ki?m,COD,Website,?ã giao,2022-06-08,20,Apple,?i?n tho?i
DH2022000503,2022-06-05,KH00043,0701939481,TP. H? Chí Minh,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",5%,"60,000","1,190,000","113,000","28,000","1,271,000",VNPost,Chuy?n kho?n,Shopee,Hoàn hàng,2022-06-08,18,JBL,Loa
DH2022005246,2022-06-05,KH00003,0967250448,C?n Th?,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",0%,0,"11,980,000","1,198,000","22,000","13,200,000",VNPost,COD,C?a hàng,?ang giao,2022-06-07,20,Apple,??ng h? thông minh
DH2022006400,2022-06-05,KH00001,0853807152,An Giang,SP001,Samsung Galaxy A15,?? ?i?n t?,5,"4,590,000",0%,0,"22,950,000","2,295,000","45,000","25,290,000",Giao Hàng Nhanh,Th? ngân hàng,TikTok Shop,?ã giao,2022-06-10,20,Samsung,?i?n tho?i
DH2022009084,2022-06-05,KH00039,0941690579,Cà Mau,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,1,"4,990,000",0%,0,"4,990,000","499,000","18,000","5,507,000",J&T Express,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-10,20,Xiaomi,?i?n tho?i
DH2022003333,2022-06-06,KH00025,0782092292,V?nh Long,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",3%,"71,000","2,380,000","231,000","30,000","2,570,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2022-06-08,20,Kingston,Linh ki?n
DH2022004062,2022-06-06,KH00001,0853807152,TP. H? Chí Minh,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,6,"4,990,000",12%,"3,593,000","29,940,000","2,635,000","30,000","29,012,000",Giao Hàng Nhanh,Th? ngân hàng,Zalo,Hoàn hàng,2022-06-11,20,Xiaomi,?i?n tho?i
DH2022004440,2022-06-06,KH00307,0810028728,Tây Ninh,SP011,Tai nghe AirPods 3,?? ?i?n t?,3,"3,990,000",0%,0,"11,970,000","1,197,000","35,000","13,202,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Website,?ã giao,2022-06-11,4,Apple,Tai nghe
DH2022004903,2022-06-06,KH00006,0885212220,??ng Tháp,SP002,Samsung Galaxy S24,?? ?i?n t?,3,"18,990,000",3%,"1,709,000","56,970,000","5,526,000","22,000","60,809,000",J&T Express,Chuy?n kho?n,Zalo,Hoàn hàng,2022-06-11,20,Samsung,?i?n tho?i
DH2022005347,2022-06-06,KH01596,0863421706,C?n Th?,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",0%,0,"5,990,000","599,000","35,000","6,624,000",Giao Hàng Nhanh,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-10,1,Apple,??ng h? thông minh
DH2022007522,2022-06-06,KH00040,0352402878,C?n Th?,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",10%,"459,000","4,590,000","413,000","45,000","4,589,000",J&T Express,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-12,20,Samsung,?i?n tho?i
DH2022008005,2022-06-06,KH00003,0967250448,TP. H? Chí Minh,SP009,Laptop HP Pavilion 14,?? ?i?n t?,2,"15,990,000",0%,0,"31,980,000","3,198,000","30,000","35,208,000",VNPost,COD,C?a hàng,?ã giao,2022-06-08,20,HP,Laptop
DH2022002751,2022-06-07,KH00003,0967250448,TP. H? Chí Minh,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,3,"1,190,000",20%,"714,000","3,570,000","286,000","28,000","3,170,000",Giao Hàng Nhanh,Th? ngân hàng,TikTok Shop,Hoàn hàng,2022-06-13,20,Kingston,Linh ki?n
DH2022004815,2022-06-07,KH00001,0853807152,TP. H? Chí Minh,SP021,S?c nhanh Anker 20W,?? ?i?n t?,2,"350,000",20%,"140,000","700,000","56,000","45,000","661,000",Ninja Van,Ví ?i?n t?,Zalo,?ã giao,2022-06-10,20,Anker,Ph? ki?n
DH2022005348,2022-06-07,KH00060,0783224943,C?n Th?,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,2,"190,000",0%,0,"380,000","38,000","45,000","463,000",J&T Express,Chuy?n kho?n,TikTok Shop,Hoàn hàng,2022-06-09,16,Anker,Ph? ki?n
DH2022005410,2022-06-07,KH00004,0358998449,Tây Ninh,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",10%,"1,599,000","15,990,000","1,439,000","28,000","15,858,000",VNPost,Ví ?i?n t?,Zalo,?ã giao,2022-06-13,20,HP,Laptop
DH2022006916,2022-06-07,KH00006,0885212220,TP. H? Chí Minh,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",12%,"2,399,000","19,990,000","1,759,000","18,000","19,368,000",Ninja Van,Chuy?n kho?n,Facebook,?ã xác nh?n,2022-06-09,20,Apple,?i?n tho?i
DH2022008819,2022-06-07,KH00010,0327703042,V?nh Long,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,5,"4,990,000",20%,"4,990,000","24,950,000","1,996,000","22,000","21,978,000",Viettel Post,Ví ?i?n t?,Facebook,?ã giao,2022-06-11,20,Xiaomi,?i?n tho?i
DH2022009436,2022-06-07,KH00001,0853807152,??ng Nai,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",5%,"10,000","190,000","18,000","18,000","216,000",Viettel Post,COD,Facebook,Hoàn hàng,2022-06-11,20,Anker,Ph? ki?n
DH2022000137,2022-06-09,KH00026,0700425178,Cà Mau,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,5,"13,990,000",7%,"4,897,000","69,950,000","6,505,000","28,000","71,586,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,?ã giao,2022-06-13,20,Dell,Laptop
DH2022000793,2022-06-09,KH00001,0853807152,C?n Th?,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",0%,0,"4,590,000","459,000","30,000","5,079,000",Viettel Post,Ví ?i?n t?,Zalo,?ang giao,2022-06-14,20,Samsung,?i?n tho?i
DH2022003126,2022-06-09,KH00001,0853807152,Cà Mau,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",15%,"58,000","390,000","33,000","18,000","383,000",J&T Express,COD,Zalo,?ã giao,2022-06-14,20,Logitech,Ph? ki?n
DH2022002430,2022-06-10,KH00013,0766116037,??ng Tháp,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",7%,"83,000","1,190,000","111,000","25,000","1,243,000",VNPost,COD,C?a hàng,?ã giao,2022-06-16,20,JBL,Loa
DH2022009301,2022-06-10,KH00001,0853807152,TP. H? Chí Minh,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",7%,"300,000","4,290,000","399,000","18,000","4,407,000",VNPost,COD,Facebook,?ã giao,2022-06-13,20,Canon,Máy in
DH2022002828,2022-06-11,KH00001,0853807152,Cà Mau,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",0%,0,"16,990,000","1,699,000","45,000","18,734,000",Ninja Van,Chuy?n kho?n,Website,?ã giao,2022-06-13,20,Apple,?i?n tho?i
DH2022003059,2022-06-11,KH00001,0853807152,An Giang,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,1,"13,990,000",20%,"2,798,000","13,990,000","1,119,000","25,000","12,336,000",Viettel Post,COD,Facebook,?ã giao,2022-06-17,20,Dell,Laptop
DH2022003101,2022-06-11,KH00003,0967250448,??ng Nai,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",0%,0,"3,990,000","399,000","25,000","4,414,000",Giao Hàng Nhanh,Ví ?i?n t?,Website,?ã giao,2022-06-17,20,Apple,Tai nghe
DH2022006982,2022-06-11,KH00006,0885212220,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,2,"3,990,000",10%,"798,000","7,980,000","718,000","18,000","7,918,000",J&T Express,COD,Website,?ã giao,2022-06-15,20,Apple,Tai nghe
DH2022007619,2022-06-11,KH00001,0853807152,An Giang,SP019,Bàn phím Logitech K380,?? ?i?n t?,5,"690,000",7%,"242,000","3,450,000","321,000","18,000","3,547,000",Viettel Post,COD,Website,?ã giao,2022-06-16,20,Logitech,Ph? ki?n
DH2022002850,2022-06-12,KH00001,0853807152,??ng Nai,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",15%,"2,548,000","16,990,000","1,444,000","18,000","15,904,000",J&T Express,Chuy?n kho?n,Website,?ã giao,2022-06-17,20,Apple,?i?n tho?i
DH2022006475,2022-06-12,KH00003,0967250448,Tây Ninh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,2,"12,990,000",0%,0,"25,980,000","2,598,000","35,000","28,613,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2022-06-15,20,Asus,Laptop
DH2022002042,2022-06-13,KH00001,0853807152,??ng Nai,SP004,iPhone 14,?? ?i?n t?,2,"16,990,000",20%,"6,796,000","33,980,000","2,718,000","40,000","29,942,000",Viettel Post,Ví ?i?n t?,Facebook,?ã giao,2022-06-17,20,Apple,?i?n tho?i
DH2022002695,2022-06-13,KH00007,0341806456,TP. H? Chí Minh,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",15%,"28,000","190,000","16,000","28,000","206,000",Giao Hàng Nhanh,Chuy?n kho?n,C?a hàng,?ã giao,2022-06-18,20,Anker,Ph? ki?n
DH2022006951,2022-06-13,KH00141,0933485054,Tây Ninh,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",12%,"23,000","190,000","17,000","35,000","219,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,C?a hàng,?ã giao,2022-06-19,5,Anker,Ph? ki?n
DH2022008328,2022-06-13,KH00001,0853807152,??ng Nai,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",7%,"69,000","990,000","92,000","40,000","1,053,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Facebook,?ã giao,2022-06-19,20,Xiaomi,Tai nghe
DH2022008787,2022-06-13,KH00002,0771235506,TP. H? Chí Minh,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",0%,0,"23,990,000","2,399,000","40,000","26,429,000",J&T Express,Th? ngân hàng,TikTok Shop,Hoàn hàng,2022-06-18,20,Apple,Laptop
DH2022009218,2022-06-13,KH00246,0867056904,??ng Nai,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,2,"7,990,000",10%,"1,598,000","15,980,000","1,438,000","28,000","15,848,000",Viettel Post,Th? ngân hàng,Facebook,?ã giao,2022-06-19,2,Samsung,Tivi
DH2022003178,2022-06-14,KH00001,0853807152,??ng Nai,SP019,Bàn phím Logitech K380,?? ?i?n t?,4,"690,000",10%,"276,000","2,760,000","248,000","25,000","2,757,000",J&T Express,Th? ngân hàng,Website,?ã giao,2022-06-17,20,Logitech,Ph? ki?n
DH2022004770,2022-06-14,KH01620,0370375093,??ng Nai,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",15%,"598,000","3,990,000","339,000","45,000","3,776,000",Viettel Post,Chuy?n kho?n,Website,?ã giao,2022-06-18,2,Apple,Tai nghe
DH2022005399,2022-06-14,KH00120,0914205270,An Giang,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",5%,"400,000","7,990,000","759,000","40,000","8,389,000",VNPost,Th? ngân hàng,Shopee,?ã giao,2022-06-19,5,Xiaomi,Máy tính b?ng
DH2022000636,2022-06-15,KH00014,0946009293,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",5%,"400,000","7,990,000","759,000","35,000","8,384,000",Ninja Van,COD,Facebook,?ã giao,2022-06-17,20,Xiaomi,Máy tính b?ng
DH2022001449,2022-06-15,KH00002,0771235506,??ng Nai,SP026,Camera Xiaomi C300,?? ?i?n t?,1,"990,000",20%,"198,000","990,000","79,000","28,000","899,000",J&T Express,Th? ngân hàng,Zalo,?ang giao,2022-06-17,20,Xiaomi,Camera
DH2022003828,2022-06-15,KH00059,0322452389,TP. H? Chí Minh,SP002,Samsung Galaxy S24,?? ?i?n t?,2,"18,990,000",20%,"7,596,000","37,980,000","3,038,000","22,000","33,444,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Shopee,?ã giao,2022-06-21,14,Samsung,?i?n tho?i
DH2022004522,2022-06-15,KH00003,0967250448,C?n Th?,SP004,iPhone 14,?? ?i?n t?,3,"16,990,000",15%,"7,646,000","50,970,000","4,332,000","18,000","47,674,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2022-06-21,20,Apple,?i?n tho?i
DH2022005123,2022-06-15,KH00111,0972503173,C?n Th?,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",0%,0,"23,980,000","2,398,000","40,000","26,418,000",Viettel Post,Th? ngân hàng,C?a hàng,H?y ??n,2022-06-19,5,LG,Tivi
DH2022005680,2022-06-15,KH00998,0881103592,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",10%,"1,299,000","12,990,000","1,169,000","30,000","12,890,000",Viettel Post,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-18,3,Asus,Laptop
DH2022001064,2022-06-16,KH00014,0946009293,??ng Nai,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",0%,0,"4,590,000","459,000","28,000","5,077,000",VNPost,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-20,20,Samsung,?i?n tho?i
DH2022002038,2022-06-16,KH00013,0766116037,V?nh Long,SP002,Samsung Galaxy S24,?? ?i?n t?,2,"18,990,000",15%,"5,697,000","37,980,000","3,228,000","22,000","35,533,000",Ninja Van,COD,Shopee,?ã giao,2022-06-21,20,Samsung,?i?n tho?i
DH2022003654,2022-06-16,KH00002,0771235506,Cà Mau,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",15%,"1,198,000","7,990,000","679,000","30,000","7,501,000",J&T Express,COD,TikTok Shop,?ang giao,2022-06-21,20,Xiaomi,Máy tính b?ng
DH2022004182,2022-06-16,KH00004,0358998449,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,5,"190,000",10%,"95,000","950,000","86,000","45,000","986,000",J&T Express,Chuy?n kho?n,C?a hàng,Hoàn hàng,2022-06-22,20,Anker,Ph? ki?n
DH2022000475,2022-06-17,KH00002,0771235506,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,2,"990,000",20%,"396,000","1,980,000","158,000","45,000","1,787,000",Ninja Van,Chuy?n kho?n,C?a hàng,?ã giao,2022-06-19,20,Xiaomi,Tai nghe
DH2022001873,2022-06-17,KH00002,0771235506,V?nh Long,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",20%,"198,000","990,000","79,000","30,000","901,000",Ninja Van,Chuy?n kho?n,Website,Hoàn hàng,2022-06-20,20,Xiaomi,Tai nghe
DH2022007812,2022-06-17,KH00002,0771235506,??ng Nai,SP024,Samsung Galaxy Watch6,?? ?i?n t?,1,"5,490,000",3%,"165,000","5,490,000","532,000","28,000","5,885,000",VNPost,Th? ngân hàng,Shopee,?ã giao,2022-06-21,20,Samsung,??ng h? thông minh
DH2022000652,2022-06-18,KH00011,0931085451,??ng Nai,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",10%,"238,000","2,380,000","214,000","35,000","2,391,000",Ninja Van,Ví ?i?n t?,Facebook,?ã giao,2022-06-20,20,Kingston,Linh ki?n
DH2022003755,2022-06-18,KH01215,0346941155,An Giang,SP003,iPhone 15,?? ?i?n t?,4,"19,990,000",0%,0,"79,960,000","7,996,000","35,000","87,991,000",J&T Express,Ví ?i?n t?,TikTok Shop,?ã giao,2022-06-21,1,Apple,?i?n tho?i
DH2022003840,2022-06-18,KH00001,0853807152,??ng Tháp,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",7%,"419,000","5,990,000","557,000","25,000","6,153,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2022-06-23,20,Apple,??ng h? thông minh
DH2022007791,2022-06-18,KH00001,0853807152,V?nh Long,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",7%,"279,000","3,990,000","371,000","45,000","4,127,000",Giao Hàng Nhanh,Chuy?n kho?n,Shopee,?ang giao,2022-06-22,20,Apple,Tai nghe
DH2022000033,2022-06-19,KH00013,0766116037,C?n Th?,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",15%,"3,597,000","23,980,000","2,038,000","25,000","22,446,000",J&T Express,Th? ngân hàng,C?a hàng,?ã giao,2022-06-24,20,LG,Tivi
DH2022000284,2022-06-19,KH00474,0347590420,??ng Tháp,SP007,MacBook Air M2,?? ?i?n t?,2,"23,990,000",0%,0,"47,980,000","4,798,000","40,000","52,818,000",Giao Hàng Nhanh,Th? ngân hàng,Website,?ã giao,2022-06-25,2,Apple,Laptop
DH2022001296,2022-06-19,KH00001,0853807152,C?n Th?,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,2,"7,990,000",10%,"1,598,000","15,980,000","1,438,000","18,000","15,838,000",Ninja Van,Th? ngân hàng,Shopee,?ã giao,2022-06-25,20,Samsung,Tivi
DH2022003257,2022-06-19,KH00001,0853807152,An Giang,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",7%,"321,000","4,590,000","427,000","45,000","4,741,000",Viettel Post,Th? ngân hàng,Facebook,?ã giao,2022-06-22,20,Samsung,?i?n tho?i
DH2022006879,2022-06-19,KH00001,0853807152,An Giang,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",0%,0,"12,990,000","1,299,000","40,000","14,329,000",J&T Express,Ví ?i?n t?,Facebook,?ang giao,2022-06-22,20,Asus,Laptop
DH2022000388,2022-06-20,KH00225,0901226872,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",12%,"479,000","3,990,000","351,000","40,000","3,902,000",J&T Express,Ví ?i?n t?,Shopee,?ã giao,2022-06-26,5,Apple,Tai nghe
DH2022004031,2022-06-20,KH00004,0358998449,V?nh Long,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",0%,0,"23,990,000","2,399,000","45,000","26,434,000",J&T Express,COD,Facebook,H?y ??n,2022-06-22,20,Apple,Laptop
DH2022004928,2022-06-20,KH00038,0980108158,TP. H? Chí Minh,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",0%,0,"16,990,000","1,699,000","18,000","18,707,000",Ninja Van,Chuy?n kho?n,Facebook,?ã giao,2022-06-24,20,Apple,?i?n tho?i
DH2022006549,2022-06-20,KH00001,0853807152,??ng Nai,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,10,"4,990,000",15%,"7,485,000","49,900,000","4,242,000","35,000","46,692,000",J&T Express,Th? ngân hàng,C?a hàng,?ã giao,2022-06-24,20,Xiaomi,?i?n tho?i
DH2022007779,2022-06-20,KH00001,0853807152,Cà Mau,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",10%,"238,000","2,380,000","214,000","40,000","2,396,000",J&T Express,COD,TikTok Shop,?ã giao,2022-06-22,20,Kingston,Linh ki?n
DH2022007788,2022-06-20,KH00678,0976009674,Cà Mau,SP003,iPhone 15,?? ?i?n t?,3,"19,990,000",0%,0,"59,970,000","5,997,000","22,000","65,989,000",Ninja Van,Chuy?n kho?n,Zalo,?ã giao,2022-06-23,3,Apple,?i?n tho?i
DH2022009533,2022-06-20,KH00011,0931085451,C?n Th?,SP021,S?c nhanh Anker 20W,?? ?i?n t?,4,"350,000",3%,"42,000","1,400,000","136,000","25,000","1,519,000",J&T Express,Th? ngân hàng,Website,?ã giao,2022-06-24,20,Anker,Ph? ki?n
DH2022009942,2022-06-20,KH00002,0771235506,??ng Nai,SP017,Màn hình Dell 24 inch,?? ?i?n t?,2,"3,290,000",12%,"790,000","6,580,000","579,000","28,000","6,397,000",Ninja Van,COD,Shopee,?ã giao,2022-06-23,20,Dell,Màn hình
DH2022004583,2022-06-21,KH00085,0935354582,??ng Nai,SP021,S?c nhanh Anker 20W,?? ?i?n t?,4,"350,000",0%,0,"1,400,000","140,000","22,000","1,562,000",Viettel Post,COD,Facebook,?ã giao,2022-06-26,8,Anker,Ph? ki?n
DH2022000918,2022-06-22,KH00002,0771235506,TP. H? Chí Minh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,2,"7,990,000",0%,0,"15,980,000","1,598,000","35,000","17,613,000",J&T Express,Th? ngân hàng,Facebook,?ã giao,2022-06-24,20,Samsung,Tivi
DH2022002515,2022-06-23,KH00002,0771235506,C?n Th?,SP019,Bàn phím Logitech K380,?? ?i?n t?,2,"690,000",15%,"207,000","1,380,000","117,000","25,000","1,315,000",J&T Express,Ví ?i?n t?,Website,?ã giao,2022-06-27,20,Logitech,Ph? ki?n
